Timestamp,Average EAR,Blink Count
2024-11-26 21:37:33,0.23623703277041613,2876
2024-11-26 21:37:48,0.2247375754648276,2889
2024-11-26 21:38:03,0.2426484114192431,2899
2024-11-26 21:38:18,0.22430479283909238,2906
2024-11-26 21:38:33,0.21346274749389701,2911
2024-11-26 21:38:48,0.23097463027898468,2915
2024-11-26 21:39:03,0.25085500843205355,2919
2024-11-26 21:39:18,0.24571503603940306,2928
2024-11-26 21:39:33,0.2204565819633281,2931
2024-11-26 21:39:48,0.19615998757929978,2933
2024-11-26 21:40:03,0.19075478216254818,2963
2024-11-26 21:40:18,0.17660698324730487,3003
2024-11-26 21:40:33,0.22552678458816586,3007
2024-11-26 21:40:48,0.24102275197416603,3012
2024-11-26 21:41:03,0.219392163053471,3023
2024-11-26 21:41:18,0.22553888213041354,3023
2024-11-26 21:41:33,0.23423993612502447,3026
2024-11-26 21:41:48,0.22700773187069695,3040
2024-11-26 21:42:03,0.26662088934091327,3042
2024-11-26 21:42:18,0.23604392088042492,3051
2024-11-26 21:42:33,0.2440692232849741,3058
2024-11-26 21:42:48,0.24396436624836812,3063
2024-11-26 21:43:03,0.23681405596321778,3075
2024-11-26 21:43:18,0.2632181603837626,3080
2024-11-26 21:43:33,0.27821410076739245,3083
2024-11-26 21:43:48,0.27382888514768616,3087
2024-11-26 21:44:03,0.25650324020908544,3091
2024-11-26 21:44:18,0.2623518539143775,3092
2024-11-26 21:44:33,0.26512191719909806,3095
2024-11-26 21:44:48,0.25821922831597,3099
